date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:51:59	13431/13431	---M-Z	200	added ('OK')	text/css	etag:%223477-5f1c5eb39ac14-gzip%22	http://89.116.225.202:8000/wp-content/themes/kids-education-soul/style.css?ver=1.2.1	/home/jackson/websites/epf/89.116.225.202_8000/wp-content/themes/kids-education-soul/style1576.css	(from http://89.116.225.202:8000/)
21:52:00	3383/3383	---M-Z	200	added ('OK')	text/css	etag:%22d37-5f1c5eb60f2d9-gzip%22	http://89.116.225.202:8000/wp-content/themes/education-soul/css/blocks.css?ver=20201204	/home/jackson/websites/epf/89.116.225.202_8000/wp-content/themes/education-soul/css/blocks44e2.css	(from http://89.116.225.202:8000/)
21:52:01	451/451	---M-Z	200	added ('OK')	text/css	etag:%221c3-5f1c5eb39affc-gzip%22	http://89.116.225.202:8000/wp-content/themes/kids-education-soul/css/blocks.css?ver=20201204	/home/jackson/websites/epf/89.116.225.202_8000/wp-content/themes/kids-education-soul/css/blocks44e2.css	(from http://89.116.225.202:8000/)
21:52:02	55967/55967	---M-Z	200	added ('OK')	text/css	etag:%22da9f-5f1c5eb60e721-gzip%22	http://89.116.225.202:8000/wp-content/themes/education-soul/third-party/font-awesome/css/all.min.css?ver=5.9.0	/home/jackson/websites/epf/89.116.225.202_8000/wp-content/themes/education-soul/third-party/font-awesome/css/all.minad76.css	(from http://89.116.225.202:8000/)
21:52:04	960/960	---MC-	200	added ('OK')	text/css	date:Mon,%2009%20Jan%202023%2000:52:03%20GMT	https://fonts.googleapis.com/css?family=Open%2BSans%3A300italic%2C400italic%2C600italic%2C700italic%2C300%2C400%2C600%2C700%7CDosis%3A300%2C400%2C500%2C600%2C700&subset=latin%2Clatin-ext	/home/jackson/websites/epf/fonts.googleapis.com/css1823.css	(from http://89.116.225.202:8000/)
21:52:04	1333/1333	---M-Z	200	added ('OK')	text/css	etag:%22535-5f1c5eb609ce9-gzip%22	http://89.116.225.202:8000/wp-content/themes/education-soul/third-party/slick/css/slick.min.css?ver=1.8.1	/home/jackson/websites/epf/89.116.225.202_8000/wp-content/themes/education-soul/third-party/slick/css/slick.minc245.css	(from http://89.116.225.202:8000/)
21:52:07	89684/89684	---M-Z	200	added ('OK')	application/javascript	etag:%2215e54-5e9085b47de00-gzip%22	http://89.116.225.202:8000/wp-includes/js/jquery/jquery.min.js?ver=3.6.1	/home/jackson/websites/epf/89.116.225.202_8000/wp-includes/js/jquery/jquery.mina7a0.js	(from http://89.116.225.202:8000/)
21:52:07	11224/11224	---M-Z	200	added ('OK')	application/javascript	etag:%222bd8-5b45debe27b80-gzip%22	http://89.116.225.202:8000/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.3.2	/home/jackson/websites/epf/89.116.225.202_8000/wp-includes/js/jquery/jquery-migrate.mind617.js	(from http://89.116.225.202:8000/)
21:52:10	7090/7090	---M--	200	added ('OK')	application/json	date:Mon,%2009%20Jan%202023%2000:52:08%20GMT	http://89.116.225.202:8000/index.php?rest_route=/wp/v2/pages/11	/home/jackson/websites/epf/89.116.225.202_8000/indexe79e.json	(from http://89.116.225.202:8000/)
21:52:10	836/836	---M-Z	200	added ('OK')	text/xml	date:Mon,%2009%20Jan%202023%2000:52:09%20GMT	http://89.116.225.202:8000/xmlrpc.php?rsd	/home/jackson/websites/epf/89.116.225.202_8000/xmlrpc0db0.php	(from http://89.116.225.202:8000/)
21:52:11	1045/1045	---M-Z	200	added ('OK')	application/xml	etag:%22415-4ed4785da9bc0-gzip%22	http://89.116.225.202:8000/wp-includes/wlwmanifest.xml	/home/jackson/websites/epf/89.116.225.202_8000/wp-includes/wlwmanifest.xml	(from http://89.116.225.202:8000/)
21:52:13	2398/2398	---M--	200	added ('OK')	application/json	date:Mon,%2009%20Jan%202023%2000:52:11%20GMT	http://89.116.225.202:8000/index.php?rest_route=%2Foembed%2F1.0%2Fembed&url=http%3A%2F%2F89.116.225.202%3A8000%2F	/home/jackson/websites/epf/89.116.225.202_8000/index88de.json	(from http://89.116.225.202:8000/)
21:52:14	2473/2473	---M-Z	200	added ('OK')	text/xml	date:Mon,%2009%20Jan%202023%2000:52:12%20GMT	http://89.116.225.202:8000/index.php?rest_route=%2Foembed%2F1.0%2Fembed&url=http%3A%2F%2F89.116.225.202%3A8000%2F&format=xml	/home/jackson/websites/epf/89.116.225.202_8000/index283c.php	(from http://89.116.225.202:8000/)
21:52:14	693/693	---M--	200	added ('OK')	image/jpeg	etag:%222b5-5f1ca070a15c7%22	http://89.116.225.202:8000/wp-content/uploads/2023/01/cropped-epfLogo-1-32x32.jpg	/home/jackson/websites/epf/89.116.225.202_8000/wp-content/uploads/2023/01/cropped-epfLogo-1-32x32.jpg	(from http://89.116.225.202:8000/)
21:52:16	3085/3085	---M--	200	added ('OK')	image/jpeg	etag:%22c0d-5f1ca0709db2f%22	http://89.116.225.202:8000/wp-content/uploads/2023/01/cropped-epfLogo-1-192x192.jpg	/home/jackson/websites/epf/89.116.225.202_8000/wp-content/uploads/2023/01/cropped-epfLogo-1-192x192.jpg	(from http://89.116.225.202:8000/)
21:52:17	2920/2920	---M--	200	added ('OK')	image/jpeg	etag:%22b68-5f1ca070a0627%22	http://89.116.225.202:8000/wp-content/uploads/2023/01/cropped-epfLogo-1-180x180.jpg	/home/jackson/websites/epf/89.116.225.202_8000/wp-content/uploads/2023/01/cropped-epfLogo-1-180x180.jpg	(from http://89.116.225.202:8000/)
21:52:18	3831/3831	---M--	200	added ('OK')	image/jpeg	etag:%22ef7-5f1ca0191782d%22	http://89.116.225.202:8000/wp-content/uploads/2023/01/cropped-epfLogo.jpg	/home/jackson/websites/epf/89.116.225.202_8000/wp-content/uploads/2023/01/cropped-epfLogo.jpg	(from http://89.116.225.202:8000/)
21:52:20	35511/35511	---M-Z	200	added ('OK')	text/html	date:Mon,%2009%20Jan%202023%2000:52:18%20GMT	http://89.116.225.202:8000/?page_id=2	/home/jackson/websites/epf/89.116.225.202_8000/indexba53.html	(from http://89.116.225.202:8000/)
21:52:20	9431/9431	---M--	200	added ('OK')	image/jpeg	etag:%2224d7-5f1c96de98a2a%22	http://89.116.225.202:8000/wp-content/uploads/2023/01/educacaoInfantil.jpeg	/home/jackson/websites/epf/89.116.225.202_8000/wp-content/uploads/2023/01/educacaoInfantil.jpg	(from http://89.116.225.202:8000/)
21:52:20	34453/34453	---M-Z	200	added ('OK')	text/html	date:Mon,%2009%20Jan%202023%2000:52:18%20GMT	http://89.116.225.202:8000/?page_id=9	/home/jackson/websites/epf/89.116.225.202_8000/index2a9c.html	(from http://89.116.225.202:8000/)
21:52:24	181065/181065	---MC-	200	added ('OK')	application/json	date:Mon,%2009%20Jan%202023%2000:52:07%20GMT	http://89.116.225.202:8000/index.php?rest_route=/	/home/jackson/websites/epf/89.116.225.202_8000/index52f0.json	(from http://89.116.225.202:8000/)
21:52:30	42177/42177	---M--	200	added ('OK')	image/jpeg	etag:%22a4c1-5f1c97c1ef985%22	http://89.116.225.202:8000/wp-content/uploads/2023/01/fundamentalII.jpeg	/home/jackson/websites/epf/89.116.225.202_8000/wp-content/uploads/2023/01/fundamentalII.jpg	(from http://89.116.225.202:8000/)
21:52:35	15662/15662	---M--	200	added ('OK')	image/jpeg	etag:%223d2e-5f1c9dbf30cef%22	http://89.116.225.202:8000/wp-content/uploads/2023/01/unidade2.jpeg	/home/jackson/websites/epf/89.116.225.202_8000/wp-content/uploads/2023/01/unidade2.jpg	(from http://89.116.225.202:8000/)
21:52:35	61749/61749	---M--	200	added ('OK')	image/jpeg	etag:%22f135-5f1c97dc9b881%22	http://89.116.225.202:8000/wp-content/uploads/2023/01/ensinoMedio.jpeg	/home/jackson/websites/epf/89.116.225.202_8000/wp-content/uploads/2023/01/ensinoMedio.jpg	(from http://89.116.225.202:8000/)
21:52:38	476/476	---M-Z	200	added ('OK')	application/javascript	etag:%221dc-5f1c5eb608961-gzip%22	http://89.116.225.202:8000/wp-content/themes/education-soul/js/skip-link-focus-fix.min.js?ver=20130115	/home/jackson/websites/epf/89.116.225.202_8000/wp-content/themes/education-soul/js/skip-link-focus-fix.min08e0.js	(from http://89.116.225.202:8000/)
21:52:40	13989/13989	---M--	200	added ('OK')	image/jpeg	etag:%2236a5-5f1c9dbf30cef%22	http://89.116.225.202:8000/wp-content/uploads/2023/01/unidade3.jpeg	/home/jackson/websites/epf/89.116.225.202_8000/wp-content/uploads/2023/01/unidade3.jpg	(from http://89.116.225.202:8000/)
21:52:42	2749/2749	---M-Z	200	added ('OK')	application/javascript	etag:%22abd-5f1c5eb608961-gzip%22	http://89.116.225.202:8000/wp-content/themes/education-soul/js/navigation.min.js?ver=1.0.0	/home/jackson/websites/epf/89.116.225.202_8000/wp-content/themes/education-soul/js/navigation.min8a54.js	(from http://89.116.225.202:8000/)
21:52:44	21941/21941	---M-Z	200	added ('OK')	application/javascript	etag:%2255b5-5f1c5eb60eef1-gzip%22	http://89.116.225.202:8000/wp-content/themes/education-soul/third-party/cycle2/js/jquery.cycle2.min.js?ver=2.1.6	/home/jackson/websites/epf/89.116.225.202_8000/wp-content/themes/education-soul/third-party/cycle2/js/jquery.cycle2.min784e.js	(from http://89.116.225.202:8000/)
21:52:46	112882/112882	---M--	200	added ('OK')	image/jpeg	etag:%221b8f2-5f1c9dbfcadcc%22	http://89.116.225.202:8000/wp-content/uploads/2023/01/unidade1-1024x768.jpeg	/home/jackson/websites/epf/89.116.225.202_8000/wp-content/uploads/2023/01/unidade1-1024x768.jpg	(from http://89.116.225.202:8000/)
21:52:48	42497/42497	---M-Z	200	added ('OK')	application/javascript	etag:%22a601-5f1c5eb609ce9-gzip%22	http://89.116.225.202:8000/wp-content/themes/education-soul/third-party/slick/js/slick.min.js?ver=1.8.1	/home/jackson/websites/epf/89.116.225.202_8000/wp-content/themes/education-soul/third-party/slick/js/slick.minc245.js	(from http://89.116.225.202:8000/)
21:52:48	2810/2810	---M-Z	200	added ('OK')	application/javascript	etag:%22afa-5f1c5eb609ce9-gzip%22	http://89.116.225.202:8000/wp-content/themes/education-soul/third-party/ticker/jquery.easy-ticker.min.js?ver=2.0	/home/jackson/websites/epf/89.116.225.202_8000/wp-content/themes/education-soul/third-party/ticker/jquery.easy-ticker.mind5f7.js	(from http://89.116.225.202:8000/)
21:52:48	997/997	---M-Z	200	added ('OK')	application/javascript	etag:%223e5-5f1c5eb608961-gzip%22	http://89.116.225.202:8000/wp-content/themes/education-soul/js/custom.min.js?ver=1.0.0	/home/jackson/websites/epf/89.116.225.202_8000/wp-content/themes/education-soul/js/custom.min8a54.js	(from http://89.116.225.202:8000/)
21:52:50	25/25	---M--	200	added ('OK')	text/plain	etag:%227f564a4-19-3ef0a6a1b08c0%22	http://gmpg.org/robots.txt		(from http://89.116.225.202:8000/)
21:52:52	2067/2067	---M-Z	200	added ('OK')	text/css	etag:%2264e18331-813-3ef0a663b3680-gzip%22	http://gmpg.org/xfn/default.css	/home/jackson/websites/epf/gmpg.org/xfn/default.css	(from http://gmpg.org/xfn/11)
21:52:54	227050/227050	---M--	200	added ('OK')	image/jpeg	etag:%22376ea-5f1c9799a1a3d%22	http://89.116.225.202:8000/wp-content/uploads/2023/01/fundamentalI.jpg	/home/jackson/websites/epf/89.116.225.202_8000/wp-content/uploads/2023/01/fundamentalI.jpg	(from http://89.116.225.202:8000/)
21:52:54	4170/4170	---M-Z	200	added ('OK')	text/html	date:Mon,%2009%20Jan%202023%2000:52:52%20GMT	http://gmpg.org/xfn/.	/home/jackson/websites/epf/gmpg.org/xfn/.html	(from http://gmpg.org/xfn/11)
21:52:54	16269/16269	---M-Z	200	added ('OK')	text/html	date:Mon,%2009%20Jan%202023%2000:52:54%20GMT	http://gmpg.org/xfn/intro	/home/jackson/websites/epf/gmpg.org/xfn/intro.html	(from http://gmpg.org/xfn/11)
21:52:55	7342/7342	---M-Z	200	added ('OK')	text/html	date:Mon,%2009%20Jan%202023%2000:52:55%20GMT	http://gmpg.org/xfn/faq	/home/jackson/websites/epf/gmpg.org/xfn/faq.html	(from http://gmpg.org/xfn/11)
21:52:57	51/51	---MCZ	200	added ('OK')	text/plain	date:Mon,%2009%20Jan%202023%2000:52:56%20GMT	http://fonts.googleapis.com/robots.txt		(from http://89.116.225.202:8000/)
21:52:58	51/51	---MCZ	200	added ('OK')	text/plain	date:Mon,%2009%20Jan%202023%2000:52:57%20GMT	https://fonts.googleapis.com/robots.txt		(from http://89.116.225.202:8000/)
21:52:59	37322/37322	---M-Z	200	added ('OK')	text/html	date:Mon,%2009%20Jan%202023%2000:52:58%20GMT	http://89.116.225.202:8000/?p=1	/home/jackson/websites/epf/89.116.225.202_8000/indexcff1.html	(from http://89.116.225.202:8000/?page_id=2)
21:52:59	34453/34453	---M-Z	200	added ('OK')	text/html	date:Mon,%2009%20Jan%202023%2000:52:58%20GMT	http://89.116.225.202:8000/?cat=1	/home/jackson/websites/epf/89.116.225.202_8000/indexb31a.html	(from http://89.116.225.202:8000/?page_id=2)
21:52:59	38089/38089	---M-Z	200	added ('OK')	text/html	date:Mon,%2009%20Jan%202023%2000:52:58%20GMT	http://89.116.225.202:8000/?p=31	/home/jackson/websites/epf/89.116.225.202_8000/indexc7e3.html	(from http://89.116.225.202:8000/?page_id=2)
21:53:00	36639/36639	---M-Z	200	added ('OK')	text/html	date:Mon,%2009%20Jan%202023%2000:52:58%20GMT	http://89.116.225.202:8000/?author=1	/home/jackson/websites/epf/89.116.225.202_8000/indexcd64.html	(from http://89.116.225.202:8000/?page_id=2)
21:53:00	2295/2295	---M--	200	added ('OK')	application/json	date:Mon,%2009%20Jan%202023%2000:52:59%20GMT	http://89.116.225.202:8000/index.php?rest_route=/wp/v2/pages/9	/home/jackson/websites/epf/89.116.225.202_8000/index4e68.json	(from http://89.116.225.202:8000/?page_id=9)
21:53:00	35932/35932	---M-Z	200	added ('OK')	text/html	date:Mon,%2009%20Jan%202023%2000:53:00%20GMT	http://89.116.225.202:8000/?cat=5	/home/jackson/websites/epf/89.116.225.202_8000/indexb946.html	(from http://89.116.225.202:8000/?page_id=2)
21:53:00	35932/35932	---M-Z	200	added ('OK')	text/html	date:Mon,%2009%20Jan%202023%2000:53:00%20GMT	http://89.116.225.202:8000/?cat=3	/home/jackson/websites/epf/89.116.225.202_8000/index81ea.html	(from http://89.116.225.202:8000/?page_id=2)
21:53:02	35938/35938	---M-Z	200	added ('OK')	text/html	date:Mon,%2009%20Jan%202023%2000:53:01%20GMT	http://89.116.225.202:8000/?cat=4	/home/jackson/websites/epf/89.116.225.202_8000/indexaa1e.html	(from http://89.116.225.202:8000/?page_id=2)
21:53:02	38375/38375	---M-Z	200	added ('OK')	text/html	date:Mon,%2009%20Jan%202023%2000:53:01%20GMT	http://89.116.225.202:8000/?p=26	/home/jackson/websites/epf/89.116.225.202_8000/index88b9.html	(from http://89.116.225.202:8000/?page_id=2)
21:53:02	2411/2411	---M--	200	added ('OK')	application/json	date:Mon,%2009%20Jan%202023%2000:53:01%20GMT	http://89.116.225.202:8000/index.php?rest_route=%2Foembed%2F1.0%2Fembed&url=http%3A%2F%2F89.116.225.202%3A8000%2F%3Fpage_id%3D9	/home/jackson/websites/epf/89.116.225.202_8000/index6000.json	(from http://89.116.225.202:8000/?page_id=9)
21:53:02	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2009%20Jan%202023%2000:53:02%20GMT	http://89.116.225.202:8000/?p=9	/home/jackson/websites/epf/89.116.225.202_8000/indexb5fb.html	(from http://89.116.225.202:8000/?page_id=9)
21:53:03	2485/2485	---M-Z	200	added ('OK')	text/xml	date:Mon,%2009%20Jan%202023%2000:53:03%20GMT	http://89.116.225.202:8000/index.php?rest_route=%2Foembed%2F1.0%2Fembed&url=http%3A%2F%2F89.116.225.202%3A8000%2F%3Fpage_id%3D9&format=xml	/home/jackson/websites/epf/89.116.225.202_8000/indexbac3.php	(from http://89.116.225.202:8000/?page_id=9)
21:53:04	2641/2641	---M--	200	added ('OK')	application/json	date:Mon,%2009%20Jan%202023%2000:53:04%20GMT	http://89.116.225.202:8000/index.php?rest_route=/wp/v2/posts/1	/home/jackson/websites/epf/89.116.225.202_8000/indexd47e.json	(from http://89.116.225.202:8000/?p=1)
21:53:05	1652/1652	---M-Z	200	added ('OK')	application/rss+xml	etag:%22819b7252806a0ea698f5f57158e28a9e-gzip%22	http://89.116.225.202:8000/?feed=rss2&p=1	/home/jackson/websites/epf/89.116.225.202_8000/indexe539.html	(from http://89.116.225.202:8000/?p=1)
21:53:05	2447/2447	---M--	200	added ('OK')	application/json	date:Mon,%2009%20Jan%202023%2000:53:05%20GMT	http://89.116.225.202:8000/index.php?rest_route=%2Foembed%2F1.0%2Fembed&url=http%3A%2F%2F89.116.225.202%3A8000%2F%3Fp%3D1	/home/jackson/websites/epf/89.116.225.202_8000/index2ab5.json	(from http://89.116.225.202:8000/?p=1)
21:53:06	2521/2521	---M-Z	200	added ('OK')	text/xml	date:Mon,%2009%20Jan%202023%2000:53:06%20GMT	http://89.116.225.202:8000/index.php?rest_route=%2Foembed%2F1.0%2Fembed&url=http%3A%2F%2F89.116.225.202%3A8000%2F%3Fp%3D1&format=xml	/home/jackson/websites/epf/89.116.225.202_8000/index63ed.php	(from http://89.116.225.202:8000/?p=1)
21:53:09	1568/1568	---M--	200	added ('OK')	image/png	date:Thu,%2026%20Mar%202020%2022:12:54%20GMT	http://1.gravatar.com/avatar/d7a973c7dab26985da5f961be7b74480?s=32&d=mm&r=g	/home/jackson/websites/epf/1.gravatar.com/avatar/d7a973c7dab26985da5f961be7b744804b34.png	(from http://89.116.225.202:8000/?p=1)
21:53:10	626/626	---M--	200	added ('OK')	application/json	date:Mon,%2009%20Jan%202023%2000:53:09%20GMT	http://89.116.225.202:8000/index.php?rest_route=/wp/v2/users/1	/home/jackson/websites/epf/89.116.225.202_8000/indexce84.json	(from http://89.116.225.202:8000/?author=1)
21:53:11	658/658	---M--	200	added ('OK')	application/json	date:Mon,%2009%20Jan%202023%2000:53:10%20GMT	http://89.116.225.202:8000/index.php?rest_route=/wp/v2/categories/1	/home/jackson/websites/epf/89.116.225.202_8000/indexfb7a.json	(from http://89.116.225.202:8000/?cat=1)
21:53:12	5433/5433	---M-Z	200	added ('OK')	application/rss+xml	etag:%22819b7252806a0ea698f5f57158e28a9e-gzip%22	http://89.116.225.202:8000/?feed=rss2&author=1	/home/jackson/websites/epf/89.116.225.202_8000/index78a0.html	(from http://89.116.225.202:8000/?author=1)
21:53:12	2497/2497	---M-Z	200	added ('OK')	application/rss+xml	etag:%22819b7252806a0ea698f5f57158e28a9e-gzip%22	http://89.116.225.202:8000/?feed=rss2&cat=1	/home/jackson/websites/epf/89.116.225.202_8000/index7e31.html	(from http://89.116.225.202:8000/?cat=1)
21:53:13	2620/2620	---M--	200	added ('OK')	application/json	date:Mon,%2009%20Jan%202023%2000:53:11%20GMT	http://89.116.225.202:8000/index.php?rest_route=/wp/v2/posts/31	/home/jackson/websites/epf/89.116.225.202_8000/index1feb.json	(from http://89.116.225.202:8000/?p=31)
21:53:13	764/764	---M-Z	200	added ('OK')	application/rss+xml	etag:%22819b7252806a0ea698f5f57158e28a9e-gzip%22	http://89.116.225.202:8000/?feed=rss2&p=31	/home/jackson/websites/epf/89.116.225.202_8000/indexc887.html	(from http://89.116.225.202:8000/?p=31)
21:53:15	2443/2443	---M--	200	added ('OK')	application/json	date:Mon,%2009%20Jan%202023%2000:53:13%20GMT	http://89.116.225.202:8000/index.php?rest_route=%2Foembed%2F1.0%2Fembed&url=http%3A%2F%2F89.116.225.202%3A8000%2F%3Fp%3D31	/home/jackson/websites/epf/89.116.225.202_8000/indexce6c.json	(from http://89.116.225.202:8000/?p=31)
21:53:16	2517/2517	---M-Z	200	added ('OK')	text/xml	date:Mon,%2009%20Jan%202023%2000:53:14%20GMT	http://89.116.225.202:8000/index.php?rest_route=%2Foembed%2F1.0%2Fembed&url=http%3A%2F%2F89.116.225.202%3A8000%2F%3Fp%3D31&format=xml	/home/jackson/websites/epf/89.116.225.202_8000/index6772.php	(from http://89.116.225.202:8000/?p=31)
21:53:18	2981/2981	---M-Z	200	added ('OK')	application/javascript	etag:%22ba5-5dc2a2438e980-gzip%22	http://89.116.225.202:8000/wp-includes/js/comment-reply.min.js?ver=6.1.1	/home/jackson/websites/epf/89.116.225.202_8000/wp-includes/js/comment-reply.min6a4d.js	(from http://89.116.225.202:8000/?p=31)
21:53:19	137369/137369	---M--	200	added ('OK')	image/jpeg	etag:%2221899-5f1c7b4eb4b97%22	http://89.116.225.202:8000/wp-content/uploads/2023/01/matriculasAbertas-1024x1024.jpeg	/home/jackson/websites/epf/89.116.225.202_8000/wp-content/uploads/2023/01/matriculasAbertas-1024x1024.jpg	(from http://89.116.225.202:8000/?p=1)
21:53:19	670/670	---M--	200	added ('OK')	application/json	date:Mon,%2009%20Jan%202023%2000:53:17%20GMT	http://89.116.225.202:8000/index.php?rest_route=/wp/v2/categories/3	/home/jackson/websites/epf/89.116.225.202_8000/index9eaf.json	(from http://89.116.225.202:8000/?cat=3)
21:53:20	4065/4065	---M-Z	200	added ('OK')	application/rss+xml	etag:%22819b7252806a0ea698f5f57158e28a9e-gzip%22	http://89.116.225.202:8000/?feed=rss2&cat=3	/home/jackson/websites/epf/89.116.225.202_8000/index9020.html	(from http://89.116.225.202:8000/?cat=3)
21:53:20	670/670	---M--	200	added ('OK')	application/json	date:Mon,%2009%20Jan%202023%2000:53:19%20GMT	http://89.116.225.202:8000/index.php?rest_route=/wp/v2/categories/5	/home/jackson/websites/epf/89.116.225.202_8000/indexf302.json	(from http://89.116.225.202:8000/?cat=5)
21:53:22	4065/4065	---M-Z	200	added ('OK')	application/rss+xml	etag:%22819b7252806a0ea698f5f57158e28a9e-gzip%22	http://89.116.225.202:8000/?feed=rss2&cat=5	/home/jackson/websites/epf/89.116.225.202_8000/index25cd.html	(from http://89.116.225.202:8000/?cat=5)
21:53:22	4067/4067	---M-Z	200	added ('OK')	application/rss+xml	etag:%22819b7252806a0ea698f5f57158e28a9e-gzip%22	http://89.116.225.202:8000/?feed=rss2&cat=4	/home/jackson/websites/epf/89.116.225.202_8000/indexbbc0.html	(from http://89.116.225.202:8000/?cat=4)
21:53:22	673/673	---M--	200	added ('OK')	application/json	date:Mon,%2009%20Jan%202023%2000:53:20%20GMT	http://89.116.225.202:8000/index.php?rest_route=/wp/v2/categories/4	/home/jackson/websites/epf/89.116.225.202_8000/index2c08.json	(from http://89.116.225.202:8000/?cat=4)
21:53:24	760/760	---M-Z	200	added ('OK')	application/rss+xml	etag:%22819b7252806a0ea698f5f57158e28a9e-gzip%22	http://89.116.225.202:8000/?feed=rss2&p=26	/home/jackson/websites/epf/89.116.225.202_8000/index8956.html	(from http://89.116.225.202:8000/?p=26)
21:53:24	2671/2671	---M--	200	added ('OK')	application/json	date:Mon,%2009%20Jan%202023%2000:53:22%20GMT	http://89.116.225.202:8000/index.php?rest_route=/wp/v2/posts/26	/home/jackson/websites/epf/89.116.225.202_8000/index4db2.json	(from http://89.116.225.202:8000/?p=26)
21:53:26	2419/2419	---M--	200	added ('OK')	application/json	date:Mon,%2009%20Jan%202023%2000:53:24%20GMT	http://89.116.225.202:8000/index.php?rest_route=%2Foembed%2F1.0%2Fembed&url=http%3A%2F%2F89.116.225.202%3A8000%2F%3Fp%3D26	/home/jackson/websites/epf/89.116.225.202_8000/index9b49.json	(from http://89.116.225.202:8000/?p=26)
21:53:28	2493/2493	---M-Z	200	added ('OK')	text/xml	date:Mon,%2009%20Jan%202023%2000:53:26%20GMT	http://89.116.225.202:8000/index.php?rest_route=%2Foembed%2F1.0%2Fembed&url=http%3A%2F%2F89.116.225.202%3A8000%2F%3Fp%3D26&format=xml	/home/jackson/websites/epf/89.116.225.202_8000/index1b02.php	(from http://89.116.225.202:8000/?p=26)
21:53:30	146803/146803	---M--	200	added ('OK')	image/jpeg	etag:%2223d73-5f1c7adbbe10a%22	http://89.116.225.202:8000/wp-content/uploads/2023/01/semanaMusica-819x1024.jpeg	/home/jackson/websites/epf/89.116.225.202_8000/wp-content/uploads/2023/01/semanaMusica-819x1024.jpg	(from http://89.116.225.202:8000/?p=31)
21:53:30	187/187	---M--	200	added ('OK')	text/plain	etag:%22599703f9-bb%22	http://1.gravatar.com/robots.txt		(from http://89.116.225.202:8000/?p=1)
21:53:31	396/396	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Mon,%2009%20Jan%202023%2000:53:30%20GMT	http://89.116.225.202:8000/wp-includes/js/jquery/jquery.min.js?ver=3.6.1	/home/jackson/websites/epf/89.116.225.202_8000/wp-includes/js/jquery/jquery.mina7a0.js	(from http://89.116.225.202:8000/)
